Name,ShowTempAttackEffect,TID,TrackTarget,EvaluateTargetConstantly,OnlyUseInSpecialSituation,Facing,RotationSpeed,Type,ShowCastingBar,Animation,SelfCastAnimation,CooldownMs,StartCooldownMs,ChargeCount,IsConsumable,PreSlowdown,Slowdown,PostSlowdown,PreSlowdownTimeMs,SlowdownTimeMs,PostSlowdownTimeMs,Damage,Healing,AttackTimeMs,DamageTimeMs,PostAttackTimeMs,MinipushbackDistance,MinipushbackSpeed,AttackRange,AttackRangeExtra,AttackRange2,AttackRange3,ChargeSpeed,ChargeDamageRadiusAdd,InterruptCharge,ChargeThroughWalls,Carry,StunSelfDurationMs,AreaEffect,ExtraSummonForFirstCombo,SummonedCharacter,SummonedCount,SummonedMaxCount,SummonRandomRange,SummonedCharacter2,SummonedCount2,SummonedMaxCount2,SummonRandomRange2,SummonedCharacter3,SummonedCount3,SummonedMaxCount3,SummonRandomRange3,Projectile,ProjectileCount,ChanneledAttackCount,TimeBetweenChanneledAttacksMs,ChanneledAttackSecond,ChanneledAttackThird,ChanneledAttackFourth,ChanneledAttackFifth,ChanneledAttackSixth,ChanneledAttackSeventh,ChanneledAttackEight,ExecuteAsChanneledAttackOnlyIfEnemiesInRange,ExecuteAsChanneledAttackOnlyIfSummonPossible,InterruptChanneledSkillWhenTargetInRangeForNextChanneledSkill,AttackAngle,UseMultiLineWarningArea,RandomAttackAngle,RandomAttackRange,MinAttackRange,Targeting,TargetingMinimumDistance,PushbackDistance,PushbackSpeed,PushbackGravity,PushbackOffsetRotation,StunDurationMs,StunDurationMsStrong,StunDurationMsBoss,ChanceToStunStrong,ChanceToStunBoss,IsBigAttack,BotShouldDodge,LinkedSkill,IncreasingComboSkill,HitsToCombo,UseComboAfterDamage,InstantSkillAfterUse,InstantSkillOnlyIfTargetsHit,InstantSkillBuffPerTargetsHit,ImmuneDuringSkill,AreaDamageMelee,PoisonSpreadRadius,ExtraAreaEffectDamage,IncreasingComboAttackSpeedBuffPermille,SummonMaxRangeTilesFromSpawn,UseAttackDuringChargeOrJump,IsAttackDuringChargeOrJumpRandomAttack,JumpAndTeleportMinDistTiles,JumpAndTeleportMaxDistTiles,VaultAggro,ChargeTickRateMs,UpdateVisualRotationDuringChanneling,FlipVisualRotationDuringJump,IsWormTeleport,ChargeDamageAreaOffsetTiles,IncreasingComboDecreaseTimerFull,JumpCurve,IncreasingComboDecreaseTimer,EscapeStun,BuffType,BuffValue,BuffValue2,BuffValue3,BuffTimeMs,IgnoreOtherSkillsDuringBuff,DamageIncreasePercentFromBehind,BuffTarget,StartAttackEffect1,StartAttackEffect2,StartAttackEffect3,StartAttackEffect4,DamageEffect,LoopingEffect,SpecialEffect,DestinationEffect,BuffEndEffect,DeathEffectForWeakEnemy,AttackEffectOffset,AttackEffectSideOffset,TargetHitEffect,ShieldedHitEffect,SequencedAttackAnim,StartCooldownOnZero,HealingBuffPercentBelow20,SkillOffset,SkillOffsetRotation,InheritHealthOnTransform,CooldownReductionMsOnHit,CanUseWhileMounted,RotationMultiplier,SelfMinipushbackDistance,SelfMinipushbackSpeed,SelfMinipushbackRotationOffset,WaitForSummonsToDie,SpeedBuffPermille,ForcePlayEachChanneledAttackAsASeparateAnimation,DashTowardsClosestEnemy,RicochetCharge,SlowdownChargePercent
ChaosChargerFastCharge,,,,,,,,Charge,,Skill 3,,,,,,10000,10000,10000,,,,160,,500,500,,,,600,,,,900,30,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,InheritTarget,,200,700,,,700,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/dragonling_charger_atk_hit,,,,,,,,,,10000,,,,,,,,,
ChaosChargerFastChargeEnd,,,,,,,,Charge,,Skill 4,,,,,,10000,10000,10000,,,,160,,500,500,500,,,600,,,,900,30,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,InheritTarget,,200,700,,,700,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/dragonling_charger_atk_hit,,,,,,,,,,10000,,,,,,,,,
ChaosChargerTeleport,,,,,,,,Teleport,,Skill 11,,,,,,10000,10000,10000,,,,,,200,,,,,600,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NoTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,
ChaosShootingPlantWeapon,,,TRUE,,,,,Attack,,Skill 1,,5000,,,,10000,10000,10000,,,,160,,3000,1500,,40,320,3000,,,,,,,,,,,,,,,,,,,,,,,,PlantProjectileChaos,3,,,,,,,,,,,,,30,,TRUE,500,400,RandomTarget,,150,700,,,750,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosShootingPlantMegaShot,,,TRUE,,,,,Attack,,Skill 1,,15000,,,,10000,10000,10000,,,,160,,1500,1500,2333,40,320,3000,,,,,,,,,,,,,,,,,,,,,,,,PlantProjectileChaos,3,5,500,,,,,,,,,,,30,,TRUE,500,400,RandomTargetAvoidSame,,150,700,,,750,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosJugglerWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,24,,300,300,500,5,420,300,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_chaos_juggler_attack_01,,,,,,,,,,,,fx/effect/dragonling_bosseasy_hit,,,,,,,,,,,,,,,,,,,
ChaosJugglerRandomGrenades,,,TRUE,,,180,,Attack,,Skill 2,,4000,,,,10000,10000,10000,,,,160,,700,700,300,,,600,,,,,,,,,,,,,,,,,,,,,,,,BossGrenade,1,12,250,,,,,,,,,,,40,,TRUE,300,150,RandomTarget,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_juggler_hard_fireball_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosJugglerTeleport,,,TRUE,,,180,,Teleport,,Skill 4,,3000,,,,10000,10000,10000,,,,,,1200,600,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,2,,ChaosJugglerTeleportEnd,,,,,,,,,,,,,,,FurthestTarget,,,,,,,,,,,,,,,,,ChaosJugglerClusterShot,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_juggler_tp_ant_02,,,,,,,,,,,,,,,,,,,,,,,,
ChaosJugglerTeleportEnd,,,,,,180,,Pushback,,Skill 5,,,,,,10000,10000,10000,,,,,,1200,1200,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NoTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosJugglerMultiTeleport,,,TRUE,,,180,,Teleport,,Skill 4,,9000,,,,10000,10000,10000,,,,,,1200,600,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,ChaosJugglerMultiTeleportLoop,ChaosJugglerMultiTeleportLoop,ChaosJugglerTeleportEnd,,,,,,,,,,,,,FurthestTarget,,,,,,,,,,,,,,,,,ChaosJugglerClusterShot,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_juggler_tp_ant_02,,,,,,,,,,,,,,,,,,,,,,,,
ChaosJugglerMultiTeleportLoop,,,TRUE,,,180,,Teleport,,Skill 6,,,,,,10000,10000,10000,,,,,,1800,1200,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FurthestTarget,,,,,,,,,,,,,,,,,ChaosJugglerClusterShot,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_juggler_tp_ant_02,,,,,,,,,,,,,,,,,,,,,,,,
ChaosJugglerClusterShot,,,TRUE,,,180,,Attack,,Skill 4,,100,,,,10000,10000,10000,,,,160,,300,300,,,,400,,,,,,,,,,,,,,,,,,,,,,,,BossGrenade,6,,,,,,,,,,,,,360,,TRUE,300,150,NoTarget,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,
ChaosKnightWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,64,,1100,340,,15,420,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_knight_slash_chaos_01,fx/effect/ps_knight_slash_chaos_02,,,,,,,,,,,fx/effect/ps_hit_beetle_small_01,,,,,,,,,,,,,,,,,,,
ChaosKnightSmallCharge,,,,,,,,Charge,,Skill 3,,3000,,,,10000,10000,10000,,,,,,300,300,,,,52,200,,,800,,,,,,,,,,,,,,,,,,,,,,2,,ChaosKnightSwipe,,,,,,,,,,90,,,,,RandomTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_knight_charge_chaos_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosKnightSwipe,,,TRUE,,,,,Attack,,Skill 4,,,,,,10000,10000,10000,,,,96,,,,1000,25,420,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,-55,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_hit_beetle_big_01,,,,,,,,,,10000,,,,,,,,,
ChaosKnightBuff,,,,,,180,,Buff,,Skill 2,,5000,,,,10000,10000,10000,,,,,,2000,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AttackAndMovementAndCastingSpeed,500,150,500,1800000,,,,fx/ps_beetle_captain_start_01,,,,fx/effect/beetle_buffer_ground,fx/effect/beetle_buffer_buff,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
ChaosSpitterWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,40,,2000,1000,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,BeetleStrongRangedShellChaos,1,5,50,,,,,,,,,,,60,,,200,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosSpitterReposition,,,,,Retreat,,,Charge,,Skill 1,,2000,,,,,,,,,,,,,,,,,466,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosExecutionerWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,240,,1390,400,,15,420,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/beetlebosseasy_slash02,fx/effect/beetlebosseasy_slash01,,,,,,,,,80,,fx/effect/ps_hit_beetle_small_01,,,,,,,,,,,,,,,,,,,
ChaosExecutionerJump,,,,,,,,Jump,,Skill 5,,2000,,,,10000,10000,10000,,,,240,,900,400,300,120,800,600,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,700,,,1200,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_executioner_jump_chaos_01,,,,,,fx/effect/ps_hit_beetle_small_01,,,,,,,,,,,,,,,,,,,
ChaosExecutionerChase,,,,TRUE,,,120,Charge,,Skill 3,,6000,,,,10000,10000,10000,,,,160,,1100,1100,,90,1600,1322,,,,500,100,,,,2000,,,,,,,,,,,,,,,,,2,,BeetleBossEasyChaseEndShockwave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,,,,1,,,,,,,,,,,,,fx/effect/ps_executioner_slashes_spin_01,,,,,,,,,,,,fx/effect/ps_hit_beetle_big_01,,,,,,,,,,,,,,,,,,,
ChaosExecutionerChaseEndShockwave,,,,,,,,Attack,,Skill 4,,,,,,10000,10000,10000,,,,160,,,,1700,90,1600,600,,,,,,,,,,,,,,,,,,,,,,,,BeetleBossEasyHardProj,5,,,,,,,,,,,,,45,,,,,NoAiming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_executioner_spin_final_slash_01,,,,fx/effect/ps_screenshake_01,,,,,,120,,fx/effect/ps_hit_beetle_big_01,,,,,,,,,,,,,,,,,,,
ChaosStatueWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,240,,2000,300,,40,320,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,fx/effect/ps_crazy_statue_hit_01,,,,,,,,,,,15,300,,,,,,,
ChaosStatueSpin,,,,,,,50,Charge,,Skill 2,,6000,,,,10000,10000,10000,,,,160,,1200,1200,1000,120,500,1320,,,,330,150,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_crazy_statue_hit_01,,,,,,,,,,,,,,,,,,,
ChaosStatueRangedAttack,,,,,,,,Attack,,Skill 3,,2000,,,,10000,10000,10000,,,,320,,3600,1500,,,,800,,,,,,,,,,,,,,,,,,,,,,,,DragonlingBossStatueProj,12,,,,,,,,,,,,,90,,,,,RandomTarget,,400,800,,,1500,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_chaos_statue_ranged_start_01,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevengeDummyWeaponAttack,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,1000,,1000,200,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/dragonling_melee_slash,fx/effect/dragonling_melee_slash_180,,,,,,,,,85,,fx/effect/dragonling_melee_weak_hit,,,,,,,,,,,,,,,,,,,
RangedDummyWeaponAttack,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,1000,,1000,200,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/dragonling_melee_slash,fx/effect/dragonling_melee_slash_180,,,,,,,,,85,,fx/effect/dragonling_melee_weak_hit,,,,,,,,,,,,,,,,,,,
EasyPortalSummonDungeon1,,,,,,,,Summon,,Skill 1,,5000,,,,10000,10000,10000,,,,,,2000,1000,,,,500,,,,,,,,,,,,BeetleStrongKnight,1,3,,,,,,,,,,SummonProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_evil_portal_summon_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EasyPortalSummonDungeon2,,,,,,,,Summon,,Skill 1,,7500,,,,10000,10000,10000,,,,,,2000,1000,,,,500,,500,500,,,,,,,,,BeetleStrongRanged,1,3,,BeetleWeakMeleeSmall,6,18,,,,,,SummonProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_evil_portal_summon_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EasyPortalSummonDungeon3,,,,,,,,Summon,,Skill 1,,60000,,,,10000,10000,10000,,,,,,2000,1000,,,,500,,,,,,,,,,,,BeetleBossEasy,1,1,,,,,,,,,,SummonProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_evil_portal_summon_01,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
EasyPortalSummonDungeon4,,,,,,,,Summon,,Skill 1,,15000,,,,10000,10000,10000,,,,,,2000,1000,,,,500,,,,,,,,,,,,BeetleStrongKnight,1,3,,BeetleStrongRanged,1,3,,,,,,SummonProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_evil_portal_summon_01,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
BeetleScavengerDasherDash,,,,TRUE,,,90,Charge,,Skill 1,,10000,5000,,,10000,10000,10000,,,,160,,1200,1200,400,250,700,750,,,,750,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,fx/effect/beetle_dasher_roll_atk,,,,fx/effect/beetle_dasher_roll_trail,,,,,,,,fx/effect/beetle_dasher_roll_hit,,,,,,,,,,,,,,,,,,,
BeetleScavengerDasherWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,80,,1100,200,,15,420,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/hit_generic,,,,,,,,,,1000,,,,,,,,,
BeetleWeakMeleeScavenger,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,80,,500,200,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/beetle_melee_weak_slash,fx/effect/beetle_melee_weak_slash_180,,,,,,,,,85,,fx/effect/beetle_melee_weak_hit,,,,,,,,,,,,,,,,,,,
BeetleWeakRangedScavenger,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,80,,1000,500,,,,500,,,,,,,,,,,,,,,,,,,,,,,,BeetleShotgunShell,5,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_beetlerangedsmall_muzzle_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeetleToxicExploderExplosion,,,,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,480,,500,500,,100,800,100,,,,,100,,,,,MiniPoisonPuddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,500,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosVaultSummon,,,,,,,,Summon,,Skill 3,,,,,,10000,10000,10000,,,,,,1200,100,,,,200,,,,,,,,,,,,BeetleWeakMelee,5,10,650,BeetleWeakRanged,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosVaultAggro,,,,,,,,Aggro,,Skill 2,,4000,,,,,,,,,,,,1500,1400,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,2,,ChaosVaultSummon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_vault_01,,,,,,75,,,,,TRUE,,,,,,,,,,,,,,,,
ChaosScavengerJuggle,,,TRUE,,,180,,Attack,,Skill 1,,1000,,,,10000,10000,10000,,,,80,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,ScavengerChaosPrj,3,1,,,,,,,,,,,,40,,TRUE,500,50,RandomTarget,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_scavenger_chaos_mf_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaosWhelpMeleeWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,120,,1000,400,,100,750,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_whelp_slash_01,,,,,,,,,,30,,fx/effect/dragonling_melee_hit,,TRUE,,,,,,,,,,,,,,,,,
ChaosWhelpFirebreath,,,,,,,,Attack,,Skill 1,,6000,1,,,10000,10000,10000,,,,40,,500,500,700,,,800,,,,,,,,,,,,,,,,,,,,,,,,ChaosWhelpArrow,3,8,100,,,,,,,,,,,10,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,
ChaosWhelpFirebreath2,,,,,,,,Attack,,Skill 1,,6000,1,,,10000,10000,10000,,,,40,,500,500,700,,,800,,,,,,,,,,,,,,,,,,,,,,,,ChaosWhelpArrow,3,8,100,,,,,,,,,,,10,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,
ChaosWhelpFirebreath3,,,,,,,,Attack,,Skill 1,,6000,1,,,10000,10000,10000,,,,40,,500,500,700,,,800,,,,,,,,,,,,,,,,,,,,,,,,ChaosWhelpArrow,3,8,100,,,,,,,,,,,10,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,
ChaosSmasherSwipe,,,,,,,,Attack,,Skill 1,,1500,,,,10000,10000,10000,,,,560,,2800,1200,,15,420,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,500,1000,,-55,1500,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_bonesmasher_slash_hor_01,,,,,,,,,,100,,fx/effect/ps_hit_dragonling_big_01,,,,,,,,,,,,,,,100,,,,
ChaosSmasherJump,,,,,,,,Jump,,Skill 2,,5000,2500,,,10000,10000,10000,,,,640,,1450,500,950,120,800,800,,,,600,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,300,1000,,,1500,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,fx/effect/ps_tutorialboss_jump_01,,,,,,fx/effect/ps_dragonling_impact_directional_big_01,,,,,,,,,,,,,,,100,,,,
ChaosSmasherAoe,,,,,,190,,Attack,TRUE,Skill 3,,20000,,,,10000,10000,10000,,,,640,,4500,3000,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,DragonlingDungeonBossAoeProj,40,,,,,,,,,,,,,360,,,,,,,300,800,,,1500,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_bonesmasher_aoe_anticipation_01,,,,fx/effect/dragonling_dungeon_boss_skl3,,,,,,,,fx/effect/dragonling_dungeon_boss_hit,,,TRUE,,,,,,,,,,,,100,,,,
ChaosSmasherCharge,,,,,,,,Charge,,Skill 4,,5000,,,,10000,10000,10000,,,,480,,1000,1000,300,,,800,,,,1000,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomTarget,,300,800,,,1500,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_bonesmasher_charge_01,,,,,,,,,,200,,fx/effect/dragonling_dungeon_boss_hit,,,,,,,,,,,,,,,100,,,,
ChaosSmasherMeleeWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,320,,1600,640,,15,420,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/ps_hit_dragonling_medium_01,,,,,,,,,,,,,,,100,,,,
ChaosPlantAttack,,,TRUE,,,,,Attack,,Skill 1,,1000,,,,10000,10000,10000,,,,320,,3000,1500,,40,320,3000,,,,,,,,,,,,,,,,,,,,,,,,PlantProjectile,1,,,,,,,,,,,,,20,,TRUE,300,250,,,150,700,,,750,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,
ChaosPlantTripleAttack,,,TRUE,,,,,Attack,,Skill 1,,9000,,,,10000,10000,10000,,,,320,,1500,1500,2333,40,320,3000,,,,,,,,,,,,,,,,,,,,,,,,PlantProjectile,1,5,500,,,,,,,,,,,25,,TRUE,500,250,,,150,700,,,750,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,
ChaosPlantMinionAttack,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,120,,1500,400,,40,320,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx/effect/dragonling_melee_weak_slash,,,,,,,,,,85,,fx/effect/dragonling_melee_weak_hit,,,,,,,,,,,,,,,,,,,
ChaosPlantSummon,,,,,,180,,Summon,TRUE,Skill 1,,6000,,,,10000,10000,10000,,,,,,2500,1800,,,,250,,,,,,,,,,,,ChaosPlantMinion,12,30,250,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,200,,,,
ChaosBerserkerMeleeWeapon,,,TRUE,,,,,Attack,,Skill 1,,,,,,10000,10000,10000,,,,360,,1166,300,,15,420,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,fx/effect/ps_hit_dragonling_medium_01,,,,,,,,,,,,,,,200,,,,
