Name,OrderNumber,Disabled,ParagonSeason,VisibleOnlyInMatchingSeason,DungeonSet,DifficultyTrack,MonsterDifficulty,SceneType,TimeInSeconds,DungeonNeedToKillAllMonsters,DefendFriendliesTID,XpLevelReg,ParagonLevelReg,EstimatedXpLevelReg,PvpXpLevelCap,GearScore,TID,Music,AmbientSound,SceneJSON,DefaultEnvironmentalEffect,IconAsset,WorldType,PlayerCount,RespawnSeconds,DungeonDrop,DungeonDropMultiplier,AmbushType,SummonEliteChanceNormal,SummonEliteChanceStrong,SummonEliteChanceBoss,AverageBotXPLevelNormal,AverageBotGearLevelNormal,BotPowerGemLevelForOfflineDungeon,AverageBotXPLevelHard,AverageBotGearLevelHard,AverageBotXPLevelVeryHard,AverageBotGearLevelVeryHard,BotBoost,SummonCanBeElite,BluePrintPointsFromNormal,BluePrintPointsFromStrong,BluePrintPointsFromBoss,BluePrintPointsForFirstDrop,BluePrintPointsForSecondDrop,BluePrintPointsForThirdDrop,BluePrintPointsForFourthDrop,DungeonAndQuestAndPvpCompletedLootProfile,BossHealthBoostPercent,PvpEnemy1,PvpEnemy1Points,PvpEnemy2,PvpEnemy2Points,PvpEnemy3,PvpEnemy3Points,PvpEnemy4,PvpEnemy4Points,PvpEnemy5,PvpEnemy5Points,PvpEnemy6,PvpEnemy6Points,PvpEnemy7,PvpEnemy7Points,PvpEnemy8,PvpEnemy8Points,SkinDrop,RandomEventLevel,RandomEvent1,RandomEvent1Chance,RandomEvent2,RandomEvent2Chance,RandomEvent3,RandomEvent3Chance,RandomEvent4,RandomEvent4Chance,RandomEvent5,RandomEvent5Chance,RandomEvent6,RandomEvent6Chance,SmallEnemyDamageAndHealingIncreasePercent,SmallEnemyHealthIncreasePercent,SmallEnemyLootIncreasePercent,LargeEnemyDamageAndHealingIncreasePercent,LargeEnemyHealthIncreasePercent,LargeEnemyLootIncreasePercent,BossEnemyDamageAndHealingIncreasePercent,BossEnemyHealthIncreasePercent,BossEnemyLootIncreasePercent,FriendlyDamageAndHealingIncreasePercent,FriendlyHealthIncreasePercent,Modifier1,Modifier1Number,Modifier2,Modifier2Number,AreaEffect,AreaEffectChancePermilleEveryTenthOfASecond,AreaEffectRandomDistanceFromPlayer,AreaEffectMinimumDistanceFromPlayer,AreaEffectDamagesEnemies,AreaEffectActiveTimeMs,AreaEffectDownTimeMs,AreaEffectMinimumDistanceToEachOther
W00_SOLO_DG10_2,21,,2,TRUE,13,,,Dungeon,120,TRUE,,,,61,,16060,TID_W00_SOLO_DG10_2,SoloDungeon02,Warehouse,scene/w00_solo_dg10.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,340,340,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,188,,188,188,,188,188,,188,188,,,,,,,,,,,,
W00_SOLO_DG11_2,22,,2,TRUE,13,,,Dungeon,120,TRUE,,,,61,,16362,TID_W00_SOLO_DG11_2,SoloDungeon01B,Warehouse,scene/w00_solo_dg11.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,360,360,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,161,,161,161,,161,161,,161,161,,,,,,,,,,,,
W00_SOLO_DG12_2,23,,2,TRUE,13,,,Dungeon,120,TRUE,,,,62,,16665,TID_W00_SOLO_DG12_2,SoloDungeon02,Warehouse,scene/w00_solo_dg12.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,380,380,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,149,,149,149,,149,149,,149,149,,,,,,,,,,,,
W00_SOLO_DG13_2,24,,2,TRUE,14,,,Dungeon,120,TRUE,,,70,62,,16967,TID_W00_SOLO_DG13_2,SoloDungeon01A,Warehouse,scene/w00_solo_dg13.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,400,400,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,126,,126,126,,126,126,,126,126,,,,,,,,,,,,
W00_SOLO_DG14_2,25,,2,TRUE,14,,,Dungeon,120,TRUE,,,,63,,17269,TID_W00_SOLO_DG14_2,SoloDungeon01B,Warehouse,scene/w00_solo_dg14.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,420,420,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,,115,115,,115,115,,115,115,,,,,,,,,,,,
W00_SOLO_DG15_2,26,,2,TRUE,14,,,Dungeon,120,TRUE,,,,64,,17571,TID_W00_SOLO_DG15_2,SoloDungeon04,Warehouse,scene/w00_solo_dg15.json,,sc/ui.sc#mapbg_w00_dg01,MocoGym,1,15,,,,,,,440,440,,,,,,,,100,500,10000,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,30,,105,30,,105,105,,105,105,,,,,,,,,,,,
W02_OA06,,TRUE,3,,,,,OpenWorld,,,,70,,70,,30200,TID_W02_OA06,OpenWorldBeetleSwamp,Swamplands,scene/w02_oa06_swamps.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,20,10,,,1,,,,700,700,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,50,LootBugEvent,1000,WagonEvent,500,FightingNpcEvent,500,PrisonEvent,1000,RunningNpcEvent,500,InvasionPortalEvent_W02_OA05,300,,,,,,,,,,,,,,,,LightningOpenWorld,80,600,,TRUE,40000,4000000,200
W02_OA07,,TRUE,3,,,,,OpenWorld,,,,70,,70,,30200,TID_W02_OA07,OpenWorldDragonlingMountainCaves,AmbMountainCave,scene/w02_oa07_mountain_caves.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,20,10,,,1,,,,700,700,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,55,LootBugEvent,1000,WagonEvent,500,FightingNpcEvent,500,PrisonEvent,1000,RunningNpcEvent,500,InvasionPortalEvent_W02_OA05,300,,,,,,,,,,,,,,,,LightningOpenWorld,80,600,,TRUE,40000,4000000,200
W03_OA02,,TRUE,3,,,,,OpenWorld,,,,70,,70,,999,TID_W03_OA02,OpenWorldCatFishingVillage,IcePlains,scene/w03_oa01_frozen_sea.json,,sc/ui.sc#mapbg_w01_oa01,Cat,28,10,,,,,,,475,475,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,60,LootBugEvent,1000,WagonEvent,500,FightingNpcEvent,500,PrisonEvent,1000,RunningNpcEvent,500,InvasionPortalEvent_W02_OA05,300,,,,,,,,,,,,,,,,,,,,,,,
W03_OA03,,TRUE,3,,,,,OpenWorld,,,,70,,70,,30200,TID_W03_OA03,OpenWorldCatSlums,AmbSlums,scene/w03_oa02_slums.json,,sc/ui.sc#mapbg_w01_oa01,Cat,28,10,,,,,,,700,700,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,65,LootBugEvent,1000,WagonEvent,500,FightingNpcEvent,500,PrisonEvent,1000,RunningNpcEvent,500,InvasionPortalEvent_W02_OA05,300,,,,,,,,,,,,,,,,,,,,,,,
W03_DG01,999,TRUE,99,,,,,Dungeon,300,,,70,,70,,30200,TID_W03_DG01,OpenWorldCatFishingVillage,IcePlains,scene/w03_dg01_frozen_bridge.json,,sc/ui.sc#mapbg_w01_oa01,Testing,4,15,,,1,,,,700,700,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,500,,,1000,,,,,,,,,,,,,,,
W02_DG10,999,TRUE,99,,,,,Dungeon,300,,,70,,70,,30200,TID_MAP_BEETLE_DG2,DungeonDark,AmbDungeon01,scene/w02d02_toxic_blocking.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,700,700,,,,,,,,100,500,10000,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_DG10_1,999,TRUE,99,,,,,Dungeon,300,,,70,,70,,30200,TID_MAP_BEETLE_DG2_1,DungeonDark,AmbDungeon01,scene/w02d02_toxic_blocking.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,700,700,,,,,,,,100,500,10000,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,50,50,,50,50,,,,,,,,,,,,,,,
W02_DG10_2,999,TRUE,99,,,,,Dungeon,300,,,70,,70,,30200,TID_MAP_BEETLE_DG2_2,DungeonDark,AmbDungeon01,scene/w02d02_toxic_blocking.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,700,700,,,,,,,,100,500,10000,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,100,100,,,,,,,,,,,,,,,
W01_OA01_VERYHARD,999,TRUE,99,,,,,OpenWorld,,,,999,,999,,69200,TID_AREA1_VERYHARD,OpenWorldLight,GrassyPlains,scene/w01_oa01.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,28,10,,,,,,,500,500,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_OA05_HARD,999,TRUE,99,,,,,OpenWorld,,,,999,,999,,69200,TID_DRAGONLING_OA5_HARD,OpenWorldLight,DragonlingCity,scene/w01_oa05.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,28,10,,,,,,,500,500,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_OA02_VERYHARD,999,TRUE,99,,,,,OpenWorld,,,,999,,999,,69200,TID_AREA3_VERYHARD,OpenWorldLight,GrassyPlains,scene/w01_oa02.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,28,10,,,,,,,500,500,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_RD02,999,TRUE,99,,,,,Dungeon,300,,,999,,999,,69200,TID_DRAGONLING_RAID2,DungeonLight,GrassyPlains,scene/w01r2_bigpapa_blockv2.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,10,15,,,,,,,500,500,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W01_DG08,999,TRUE,99,,,,,Dungeon,300,,,999,,999,,69200,TID_DRAGONLING_DUNGEON3,DungeonLight,GrassyPlains,scene/dragoling_dungeon3.json,,sc/ui.sc#mapbg_w01_oa01,Dragonling,4,15,,,,,,,500,500,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_RD02,999,TRUE,99,,,,,Dungeon,300,,,999,,,,,TID_BEETLE_RAID2,DungeonDark,AmbDungeon01,scene/beetle_raid1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,10,15,,,,,,,500,500,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_DG06,999,TRUE,99,,,,,Dungeon,300,,,999,,,,,TID_W02_DG06,DungeonDark,AmbDungeon01,scene/w02_dg06.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,500,500,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W02_DG06_1,999,TRUE,99,,,,,Dungeon,300,,,999,,,,,TID_W02_DG06,DungeonDark,AmbDungeon01,scene/w02_dg06.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,500,500,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,200,,100,100,,50,50,,,,,,,,,,,,,,,
W02_DG06_2,999,TRUE,99,,,,,Dungeon,300,,,999,,,,,TID_W02_DG06,DungeonDark,AmbDungeon01,scene/w02_dg06.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,4,15,,,1,,,,500,500,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,400,,200,200,,100,100,,,,,,,,,,,,,,,
TESTING,14,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_TESTING,OpenWorldLight,GrassyPlains,scene/test_area.json,,sc/ui.sc#mapbg_w01_oa01,Testing,1,5,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TornadoOpenWorld,30,2500,1300,TRUE,15000,2000,
TESTING_SingleEnemy,1,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_TESTING_ARENA,OpenWorldLight,GrassyPlains,scene/testmap_arena.json,,sc/ui.sc#mapbg_w01_oa01,Testing,1,5,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTING_MultiEnemy,2,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_TESTING_MULTI,OpenWorldLight,GrassyPlains,scene/testmap_arena_multi.json,,sc/ui.sc#mapbg_w01_oa01,Testing,1,5,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTING_Events,3,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_TESTING_EVENTS,OpenWorldLight,GrassyPlains,scene/testmap_events.json,,sc/ui.sc#mapbg_w01_oa01,Testing,1,5,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LightningOpenWorld,150,350,,TRUE,15000,2000,200
TESTING_Ambush,4,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_TESTING_AMBUSH,OpenWorldLight,GrassyPlains,scene/testmap_ambush.json,,sc/ui.sc#mapbg_w01_oa01,Testing,1,5,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORLD01_ContentOverview,9,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_world01_content_overview,OpenWorldLight,GrassyPlains,scene/env_content_overview_world01.json,,sc/ui.sc#mapbg_w01_oa01,Testing,5,10,,,,,,,50,50,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FallingRock,5,350,,,5000,5000,600
WORLD02_ContentOverview,10,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_world02_content_overview,DungeonDark,AmbDungeon01,scene/env_content_overview_world02.json,,sc/ui.sc#mapbg_w01_oa01,Testing,5,10,,,,,,,50,50,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FallingRock,5,350,,,5000,5000,600
MAP_ART_TEST_01,4,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_MAP_ART_TEST_01,OpenWorldLight,GrassyPlains,scene/pvp_teamtest_symmetrical_01.json,,sc/ui.sc#mapbg_w01_oa01,Testing,20,10,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP_ART_TEST_02,5,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_MAP_ART_TEST_02,OpenWorldCatHeatFactory,AmbHeatFactory,scene/w03_oa03_factory.json,,sc/ui.sc#mapbg_w01_oa01,Testing,20,10,,,,,,,50,50,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP_ART_TEST_03,6,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_MAP_ART_TEST_03,Home,HomeCityNight,scene/w04_oa01_jungleoutpost.json,,sc/ui.sc#mapbg_w01_oa01,Testing,20,10,,,,,,,50,50,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP_ART_TEST_04,7,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_MAP_ART_TEST_04,DungeonLight,AmbDungeon01,scene/w04_oa02_droidgraveyard.json,,sc/ui.sc#mapbg_w01_pvp_2vs2_dragonling,Testing,10,10,,,,,,,245,245,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP_ART_TEST_05,8,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_MAP_ART_TEST_05,DungeonLight,AmbDungeon01,scene/world_03_overview.json,,sc/ui.sc#mapbg_w01_oa01,Testing,10,10,,,,,,,245,245,,,,,,,,100,500,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ART_MINNAS_MAP,,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_MINNA_PLAYGROUND,OpenWorldCatYakuzaGardens,AmbYakuzaGardenIndoor,scene/w03_oa04_citadel.json,,sc/ui.sc#mapbg_w01_oa01,Testing,5,10,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_monsterLineup,11,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_monsterLineup,OpenWorldLight,GrassyPlains,scene/tmp_monster_lineup.json,,sc/ui.sc#mapbg_w01_oa01,Testing,1,1,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_monsterLineup_beetle,12,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_monsterLineup_beetle,OpenWorldLight,GrassyPlains,scene/tmp_monster_beetle_lineup.json,,sc/ui.sc#mapbg_w01_oa01,Testing,1,1,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMP_monsterLineup_03,13,TRUE,-1,,,,,OpenWorld,,,,,,,,,TID_monsterLineup_03,OpenWorldLight,GrassyPlains,scene/tmp_monster_lineup_03.json,,sc/ui.sc#mapbg_w01_oa01,Testing,1,1,,,,,,,10,10,,,,,,,,30,150,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDGAME_TEST_100,15,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_ENDGAME_TEST_100,OpenWorldBeetleSewers,Sewers,scene/w02_oa03b.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,1,LootBugEvent,1000,WagonEvent,500,FightingNpcEvent,500,PrisonEvent,1000,EscortNpcEvent,500,InvasionPortalEvent_W02_OA03,300,170,60,,170,60,,170,60,,,,,,,,,,,,,,,
ENDGAME_TEST_200,16,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_ENDGAME_TEST_200,OpenWorldBeetleSewers,Sewers,scene/w02_oa03b.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,1,LootBugEvent,1000,WagonEvent,500,FightingNpcEvent,500,PrisonEvent,1000,EscortNpcEvent,500,InvasionPortalEvent_W02_OA03,300,600,170,,600,170,,600,170,,,,,,,,,,,,,,,
ENDGAME_TEST_300,17,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_ENDGAME_TEST_300,OpenWorldBeetleSewers,Sewers,scene/w02_oa03b.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,1,LootBugEvent,1000,WagonEvent,500,FightingNpcEvent,500,PrisonEvent,1000,EscortNpcEvent,500,InvasionPortalEvent_W02_OA03,300,1770,330,,1770,330,,1770,330,,,,,,,,TornadoOpenWorld,3,2500,1300,TRUE,40000,4000000,
ENDGAME_TEST_400,18,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_ENDGAME_TEST_400,OpenWorldBeetleSewers,Sewers,scene/w02_oa03b.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,1,LootBugEvent,1000,WagonEvent,500,FightingNpcEvent,500,PrisonEvent,1000,EscortNpcEvent,500,InvasionPortalEvent_W02_OA03,300,4860,600,,4860,600,,4860,600,,,,,,,,LightningOpenWorld,80,600,,TRUE,40000,4000000,200
dpstest1,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST1,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest2,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST2,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest2.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest3,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST3,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest3.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest5,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST5,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest5.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest10,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST10,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest10.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest20,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST20,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest20.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healtest0,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_HEALTEST0,OpenWorldBeetleSewers,Sewers,scene/w00_healtest0.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healtest1,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_HEALTEST1,OpenWorldBeetleSewers,Sewers,scene/w00_healtest1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healtest2,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_HEALTEST2,OpenWorldBeetleSewers,Sewers,scene/w00_healtest2.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healtest3,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_HEALTEST3,OpenWorldBeetleSewers,Sewers,scene/w00_healtest3.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healtest4,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_HEALTEST4,OpenWorldBeetleSewers,Sewers,scene/w00_healtest4.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_melee1,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_MELEE_1,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_melee_1.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_melee2,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_MELEE_2,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_melee_2.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_melee3,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_MELEE_3,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_melee_3.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_melee5,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_MELEE_5,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_melee_5.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dpstest_melee10,,TRUE,99,,,,,OpenWorld,,,,,,,,,TID_DPSTEST_MELEE_10,OpenWorldBeetleSewers,Sewers,scene/w00_dpstest_melee_10.json,,sc/ui.sc#mapbg_w01_oa01,Beetle,1,10,,,1,,,,300,300,,,,,,,,30,150,2000,28967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
