Name,OrderNumber,EliteResource1,EliteResourceMinDrop1,EliteResourceMaxDrop1,EliteResource2,EliteResourceMinDrop2,EliteResourceMaxDrop2,TID,TID2,Building,EventType,MocoEvent,EventTID,GraphicsAsset,AnimationSet,IconAsset,CharacterType,LootZ,Health,MovementSpeed,AggroRadius,ChainAggroRadius,HasDungeonDeAggro,AlertTimeMs,DeathTimeMs,DespawnTimeMs,TurnToMonsterTimeMs,ConsumeOtherMonsterTimeMs,MonsterCelebrateTimeMs,AmbushFromGroundTimeMs,SpawnTimeMs,StunPreTimeMs,StunRecoveryTimeMs,Behavior,Weapon,Gear1,Gear2,Gear3,Gear4,Gear1Stage2,Gear2Stage2,Gear3Stage2,Gear4Stage2,Gear1Stage3,Gear2Stage3,Gear3Stage3,Gear4Stage3,Stage2HealthPercent,Stage3HealthPercent,DeathSkill,EatsFood,CollisionRadius,CollisionRadiusAgainstAttacks,Scale,UiScale,FitToBoxScale,MovementAnimationSpeed,HealthBarZOffset,HealthBarScale,HealthBarFollowBone,SpawnEffect,DespawnEffect,TurnToMonsterEffect,PushBackDeathEffectLong,PushBackDeathEffectShort,DeathEffect,DeathEffect2,HitEffect,PortalSpawnEffect,EffectZ,LoopingEffect,EliteLoopingEffect,LoopingEffectOffset,LootProfile,UseColorMod,RedAdd,GreenAdd,BlueAdd,RedMul,GreenMul,BlueMul,TurnToCharacter,TurnToCharacterChancePermille,ShouldInheritHealthOnTurnToCharacter,DynamicEnemySpawningAmount,ProtectTimeSec,ReleaseSpawnPointSeconds,BotVisibilityBoost,ExpireTimeMs,JumpGravity,BlockForQuest,ImmuneToStun,DynamicHealth,SpeechBubbleOpenEffect,SpeechBubbleCloseEffect,Level,RotationSpeed,CanMoveWhenRotating,StaticRotationAllowed,LootDelayMs,ForceShowOnMap,IsChaosMonster,ForcedTarget
BeetleScavengerDasher,518,,,,,,,TID_BEETLE_DASHER,,,,,,sc3d/pf_beetle_dasher_base,,,Normal,,1063,250,350,300,,300,,,,,,1100,1100,300,300,Default,BeetleScavengerDasherWeapon,BeetleScavengerDasherDash,,,,,,,,,,,,,,,,28,32,100,,240,130,14,100,healthbar_s,fx/effect/ps_beetlesmall_spawn_01,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/beetle_strong_dasher/enemy_beetle_strong_dasher_hit,fmod_studio_sounds/characters/beetle_strong_dasher/enemy_beetle_strong_dasher_hit,,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
BeetleWeakMeleeScavenger,1019,,,,,,,TID_BEETLE_MELEE,,,,,,sc3d/pf_beetle_weakmelee_base,,,Normal,,1063,300,350,300,,300,,,,,,1100,1100,300,300,Default,BeetleWeakMeleeScavengerWeapon,,,,,,,,,,,,,,,,,16,20,120,,240,,9,100,,fx/effect/ps_beetlesmall_spawn_01,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/beetle_weak/beetle_weak_melee_die,fmod_studio_sounds/characters/beetle_weak/beetle_weak_melee_hit,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
BeetleWeakRangedScavenger,1018,,,,,,,TID_BEETLE_RANGED,,,,,,sc3d/pf_beetle_weakranged_base,,,Normal,,1063,300,350,300,,340,,,,,,1100,1100,300,300,Default,BeetleWeakRangedScavengerWeapon,,,,,,,,,,,,,,,,,16,24,125,,240,,11,100,healthbar_s,fx/effect/ps_beetlesmall_spawn_01,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/beetle_weak/beetle_weak_melee_die,fmod_studio_sounds/characters/beetle_weak/beetle_weak_melee_hit,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,WeakMedium,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
modernyokai_mount_basic_01_a,,,,,,,,,,,,,,sc3d/pf_modernyokai_mount_basic_01_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernyokai_mount_basic_01_b,,,,,,,,,,,,,,sc3d/pf_modernyokai_mount_basic_01_b,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernyokai_mount_basic_01_c,,,,,,,,,,,,,,sc3d/pf_modernyokai_mount_basic_01_c,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernyokai_mount_basic_01_d,,,,,,,,,,,,,,sc3d/pf_modernyokai_mount_basic_01_d,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernyokai_mount_basic_02_a,,,,,,,,,,,,,,sc3d/pf_modernyokai_mount_basic_02_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernyokai_mount_basic_02_b,,,,,,,,,,,,,,sc3d/pf_modernyokai_mount_basic_02_b,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernyokai_mount_basic_02_c,,,,,,,,,,,,,,sc3d/pf_modernyokai_mount_basic_02_c,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernyokai_mount_basic_02_d,,,,,,,,,,,,,,sc3d/pf_modernyokai_mount_basic_02_d,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supercell_mount_epic_01_a,,,,,,,,,,,,,,sc3d/pf_supercell_mount_epic_01_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supercell_mount_epic_01_b,,,,,,,,,,,,,,sc3d/pf_supercell_mount_epic_01_b,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeetleEscortDungeon,1,,,,,,,TID_ESCORT_MERCHANT,,,,,,sc3d/pf_merchant_base,,,Escort,,8200,160,,,,600,,2000,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,16,16,165,,180,,13,100,healthbar_s,fx/effect/teleport,,,,,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/forager_merchant/npc_forager_death,fmod_studio_sounds/characters/forager_merchant/npc_forager_hit_soft,,50,,fx/effect/ps_champion_aura_01,,NPCLarge,,,,,,,,,,,300,15,,,,45,,,,npc_forager_dialog_help,fmod_studio_sounds/characters_common/dialog_popup_close,19,,,,1100,,,
BeetleToxicExploder,518,,,,,,,TID_BEETLE_TOXICEXPLODER,,,,,,sc3d/pf_beetle_dasher_base,,,Normal,,1063,350,350,300,,300,,,,,,1100,1100,300,300,Default,BeetleWeakDasherWeapon,,,,,,,,,,,,,,,BeetleToxicExploderExplosion,,28,32,100,,240,130,14,100,healthbar_s,fx/effect/ps_beetlesmall_spawn_01,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/beetle_strong_dasher/enemy_beetle_strong_dasher_hit,fmod_studio_sounds/characters/beetle_strong_dasher/enemy_beetle_strong_dasher_hit,,50,,fx/effect/ps_champion_aura_small_01,,Strong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
BeetleToxicSpawnerBoss,218,,,,,,,TID_BEETLE_TOXICSPAWNERBOSS,,,,,,sc3d/pf_beetle_dungeonbossspitter,,,Boss,100,25500,600,350,300,,600,1600,,,,,2500,1100,333,1000,Default,BeetleDungeonBoss2Melee,,,,,,,,,,,,,80,50,,,28,120,200,110,160,,24,100,healthbar_s,fx/effect/teleport,,,,,,,fmod_studio_sounds/characters/beetle_boss_poison_puddle/enemy_beetle_boss_poison_puddle_hit_soft,,50,,fx/effect/ps_champion_aura_big_01,,BossDungeon,,,,,,,,,,,,,,,,35,,,,,,1,,,,1450,,,
sports_mount_basic_01_a,,,,,,,,,,,,,,sc3d/pf_sports_mount_basic_01_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_basic_01_b,,,,,,,,,,,,,,sc3d/pf_sports_mount_basic_01_b,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_basic_01_c,,,,,,,,,,,,,,sc3d/pf_sports_mount_basic_01_c,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_basic_01_d,,,,,,,,,,,,,,sc3d/pf_sports_mount_basic_01_d,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_basic_02_a,,,,,,,,,,,,,,sc3d/pf_sports_mount_basic_02_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_basic_02_b,,,,,,,,,,,,,,sc3d/pf_sports_mount_basic_02_b,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_basic_02_c,,,,,,,,,,,,,,sc3d/pf_sports_mount_basic_02_c,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_basic_02_d,,,,,,,,,,,,,,sc3d/pf_sports_mount_basic_02_d,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,19,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_epic_01_a,,,,,,,,,,,,,,sc3d/pf_sports_mount_epic_01_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,23,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sports_mount_epic_01_b,,,,,,,,,,,,,,sc3d/pf_sports_mount_epic_01_b,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,23,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LivingWeaponFinalFormOpen,1,,,,,,,TID_LIVING_WEAPON_FINAL_FORM,,,,,,sc3d/pf_beetle_mergingslime,,,Boss,100,9563,600,350,300,,600,,,,,,3000,3000,500,700,Default,LivingWeaponMeleeFinal,,,,,,,,,,,,,,,,,28,60,300,,,170,20,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,,fmod_studio_sounds/characters/beetle_merging_slime/enemy_beetle_merging_slime_hit,,50,,fx/effect/ps_champion_aura_01,,LivingWeaponFinalFormOpen,,,,,,,,,,,,,,,,45,,,,,,1,,,,,,,
ChaosVault,1,,,,,,,TID_CHAOSVAULT,,,,,,sc3d/pf_beetle_vault_chaos,,,Boss,100,12750,,350,,,,2500,,,,,1100,1100,300,300,Default,,ChaosVaultAggro,,,,,,,,,,,,,,,,70,100,170,,,,23,100,base_s,fx/effect/teleport,,,,,,,fmod_studio_sounds/characters_common/bell_impact,,50,,fx/effect/ps_champion_aura_big_01,,ChaosInvaderMiniBoss,,,,,,,,,,,70,,,,,45,,TRUE,,,,1,,,,1200,TRUE,TRUE,
ChaosScavenger,1,,,,,,,TID_CHAOSSCAVENGER,,,,,TID_MAPEVENT_SCAVENGER,sc3d/pf_scavanger_chaos,,,Strong,50,2125,350,150,150,,250,,,,,,1100,1100,300,300,NeverApproachPlayer,,ChaosScavengerJuggle,,,,,,,,,,,,,,,,28,32,150,210,280,,13,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/beetle_scavenger/enemy_beetle_scavenger_death,fmod_studio_sounds/characters/beetle_scavenger/enemy_beetle_scavenger_hit,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,ChaosInvaderStrong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,TRUE,TRUE,
ChaosWhelp,108,,,,,,,TID_CHAOSWHELP,,,,,,sc3d/pf_dragonling_strongwhelp_chaos,,,Strong,50,3188,450,350,300,,400,,,,,1300,1333,1333,333,500,Default,ChaosWhelpMeleeWeapon,ChaosWhelpFirebreath,ChaosWhelpFirebreath,ChaosWhelpFirebreath,,,,,,,,,,,,,,28,36,210,,110,,15,100,healthbar_s,fx/effect/ps_whelp_spawn_01,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_whelp/enemy_dragonling_whelp_death,fmod_studio_sounds/characters/dragonling_whelp/enemy_dragonling_whelp_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,ChaosInvaderStrong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,TRUE,TRUE,
ChaosSmasher,209,,,,,,,TID_CHAOSSMASHER,,,,,,sc3d/pf_dragonling_dungeonbossmelee_chaos,,,Boss,100,25500,600,350,300,,550,1600,,,,1100,1100,1100,300,300,Default,ChaosSmasherMeleeWeapon,ChaosSmasherSwipe,ChaosSmasherJump,ChaosSmasherCharge,,ChaosSmasherSwipe,ChaosSmasherJump,ChaosSmasherAoe,ChaosSmasherCharge,ChaosSmasherSwipe,ChaosSmasherJump,ChaosSmasherAoe,ChaosSmasherCharge,70,45,,,28,70,200,110,130,,26,100,healthbar_s,fx/effect/teleport,,,,,,,fmod_studio_sounds/characters/dragonling_bone_smasher/enemy_dragonling_bone_smasher_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_big_01,,ChaosInvaderBoss,,,,,,,,,,,,,,,,45,,,,,,1,,,,1450,TRUE,TRUE,
ChaosPlant,1,,,,,,,TID_CHAOSPLANT,,,,,,sc3d/pf_dragonling_vinemortar_chaos,,,Strong,50,6375,,9000,,,,1400,,,,,1100,1100,300,300,Default,ChaosPlantAttack,ChaosPlantTripleAttack,ChaosPlantSummon,,,,,,,,,,,,,,,28,60,140,80,140,,25,100,healthbar_s,,,,,,fx/effect/ps_shooting_plant_death_01,,fmod_studio_sounds/characters/vinemortar/enemy_vinemortar_hit_soft,,50,,fx/effect/ps_champion_aura_01,,ChaosInvaderMiniBoss,,,,,,,,,,,,,,,,45,,,,,,1,,,,1200,TRUE,TRUE,
ChaosPlantMinion,1,,,,,,,TID_CHAOSPLANTMINION,,,,,,sc3d/pf_dragonling_vinemelee_chaos,,,Normal,,638,,350,,,,,,,,,1100,1500,300,300,Default,ChaosPlantMinionAttack,,,,,,,,,,,,,,,,,28,16,168,100,140,,17,100,healthbar_s,,,,,,,,,,50,,fx/effect/ps_champion_aura_01,,ChaosInvaderSmall,,,,,,,,,,,,,,,,45,,TRUE,,,,1,,,TRUE,,TRUE,TRUE,
ChaosBerserker,308,,,,,,,TID_CHAOSBERSERKER,,,,,,sc3d/pf_dragonling_bossberserker_chaos,,,Boss,100,25500,600,350,300,,500,1600,,,,1700,1100,1100,300,300,Default,ChaosBerserkerMeleeWeapon,ChaosBerserkerAxeThrow2,DragonlingBossMediumAggro,,,ChaosBerserkerAxeThrow2,ChaosBerserkerSpin,,,DragonlingBossMediumAttackSpeedBuff,,ChaosBerserkerAxeThrow2,ChaosBerserkerSpin,90,20,,,28,80,210,130,150,,23,100,healthbar_s,fx/effect/teleport,,,,,,,fmod_studio_sounds/characters/dragonling_berserker/enemy_dragonling_berserker_hit_soft,fx/effect/ps_portal_boss_monster_jumping_01,50,,fx/effect/ps_champion_aura_big_01,,ChaosInvaderBoss,,,,,,,,,,,,,,,,45,,,,,,1,,,,1450,TRUE,TRUE,
ChaosBlower,515,,,,,,,TID_CHAOSBLOWER,,,,,,sc3d/pf_beetle_strongbuffer_chaos,,,Strong,50,3188,300,600,300,,300,,,,,,1100,1100,300,300,Default,ChaosBlowerWeapon,ChaosBlowerAggro,,ChaosBlowerReposition,,,,,,,,,,,,,,28,40,200,140,250,,19,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/beetle_damage_buffer/enemy_beetle_damage_buffer_death,fmod_studio_sounds/characters/beetle_damage_buffer/enemy_beetle_damage_buffer_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,ChaosInvaderStrong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,TRUE,TRUE,
ChaosDasher,518,,,,,,,TID_CHAOSDASHER,,,,,,sc3d/pf_beetle_dasher_chaos,,,Strong,,3188,350,1200,300,,300,,,,,,1100,1100,300,300,Default,ChaosDasherWeapon,ChaosDasherDash,,,,,,,,,,,,,,,,28,50,180,,240,130,20,100,healthbar_s,fx/effect/ps_beetlesmall_spawn_01,,,fx/effect/ps_pushback_slime_small_01,fx/effect/ps_pushback_slime_small_short_01,fx/effect/ps_beetle_small_death_01,fmod_studio_sounds/characters/beetle_strong_dasher/enemy_beetle_strong_dasher_hit,fmod_studio_sounds/characters/beetle_strong_dasher/enemy_beetle_strong_dasher_hit,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_small_01,,ChaosInvaderStrong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,TRUE,TRUE,
ChaosJumpshotter,509,,,,,,,TID_CHAOSJUMPSHOTTER,,,,,,sc3d/pf_dragonling_strongjumper_shooter_chaos,,,Strong,50,3188,250,1200,300,,400,,,,,,1100,500,300,466,Default,ChaosJumpshotterPiercingWeapon,ChaosJumpshotterMultiSpearThrow,ChaosJumpshotterJump,ChaosJumpshotterReposition,,,,,,,,,,,,,,28,40,200,170,270,130,19,100,healthbar_s,fx/effect/teleport,,,fx/effect/ps_pushback_slime_medium_01,fx/effect/ps_beetle_medium_death_01,fx/effect/ps_beetle_medium_death_01,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_die_vo,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_hit_soft,fx/effect/ps_portal_monster_jumping_01,50,,fx/effect/ps_champion_aura_01,,ChaosInvaderStrong,,,,,,,,,,,,,,,,45,,,,,,1,,,,,TRUE,TRUE,
Event_BM_Meat,1,,,,,,,TID_EVENT_BM_MEAT,,,,,,sc3d/pf_w01_cookpot,,,Resource,,1,,,,,,1000,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,16,80,85,,,,12,100,,,,,,,,,fmod_studio_sounds/items/cookpot_hit,,50,,fx/effect/ps_champion_aura_01,50,,,,,,,,,,,,,,,,,45,TRUE,,,,,1,,,,,,,
Event_Zoo_Pet1,,,,,,,,TID_EVENT_ZOO_PET1,,,,,,sc3d/pf_dragonling_weakmelee_small,,,Pet,,500,300,,,,,1,1,,,,1100,1,300,300,Default,Event_Zoo_PetWeapon,,,,,,,,,,,,,,,,,16,16,100,,,,9,100,,,ps_slimespawn_01,,,,ps_slimespawn_01,,,,50,,,,,,,,,,,,,,,,,,,15000,45,,,,,,,,,,,,,
Event_Zoo_Pet2,,,,,,,,TID_EVENT_ZOO_PET2,,,,,,sc3d/pf_beetle_weakmelee_base,,,Pet,,500,300,,,,,1,1,,,,1100,1,300,300,Default,Event_Zoo_PetWeapon,,,,,,,,,,,,,,,,,16,16,100,,,,9,100,,,ps_slimespawn_01,,,,ps_slimespawn_01,,,,50,,,,,,,,,,,,,,,,,,,15000,45,,,,,,,,,,,,,
Event_Zoo_Pet3,,,,,,,,TID_EVENT_ZOO_PET3,,,,,,sc3d/pf_dragonling_strongslammer_base,,,Pet,,5000,500,,,,,1,1,,,,1100,1,300,300,Default,Event_Zoo_PetWeapon2,,,,,,,,,,,,,,,,,16,16,200,,,,13,150,,,ps_slimespawn_01,,,,ps_slimespawn_01,,,,50,,,,,,,,,,,,,,,,,,,8000,45,,,,,,,,,,,,,
Event_Zoo_Pet4,,,,,,,,TID_EVENT_ZOO_PET4,,,,,,sc3d/pf_beetle_knight_base,,,Pet,,5000,500,,,,,1,1,,,,1100,1,300,300,Default,Event_Zoo_PetWeapon2,,,,,,,,,,,,,,,,,16,16,200,,,,13,150,,,ps_slimespawn_01,,,,ps_slimespawn_01,,,,50,,,,,,,,,,,,,,,,,,,8000,45,,,,,,,,,,,,,
prismaticbug_mount_legendary_01_a,,,,,,,,TID_prismaticbug_mount_legendary_01_a,,,,,,sc3d/pf_prismaticbug_mount_legendary_01_a,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,27,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prismaticbug_mount_legendary_01_b,,,,,,,,TID_prismaticbug_mount_legendary_01_b,,,,,,sc3d/pf_prismaticbug_mount_legendary_01_b,,,Mount,,,150,,,,,,,,,,1100,1100,300,300,,,,,,,,,,,,,,,,,,,,,100,100,,,27,100,,fx/effect/teleport,,,,,fx/effect/death_flash_med_mm,,,,50,,fx/effect/ps_champion_aura_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeetleBossEasyOpen,319,,,,,,,TID_BEETLE_BOSS_EASY,,,,,,sc3d/pf_beetle_bossexecutioner_base,,,Boss,100,19125,600,350,300,,500,1600,,,,1600,2500,1100,300,300,Default,BeetleBossEasyMeleeWeapon,BeetleBossEasyArrows,BeetleBossEasyJump,BeetleBossEasyChase,,,,,,,,,,,,,,28,70,200,110,160,,27,100,healthbar_s,fx/effect/teleport,,,,,,,fmod_studio_sounds/characters/beetle_boss_executioner/enemy_beetle_boss_executioner_hit_soft,fx/effect/ps_portal_boss_monster_jumping_01,50,,fx/effect/ps_champion_aura_big_01,,BossOpenMedium,,,,,,,,,,,,,,,,20,,,,,,1,,,,1450,,,
DragonlingBossEasyOpen,309,,,,,,,TID_DRAGONLING_BOSS_EASY,,,,,,sc3d/pf_dragonling_bossmage_base,,,Boss,100,12750,600,350,300,,400,1600,,,,1000,600,600,300,300,Default,DragonlingBossEasyMeleeWeapon,DragonlingBossEasyRandomGrenades,,,,DragonlingBossEasyRandomGrenades,DragonlingBossEasyTeleport,,,,,,,50,,,,28,60,170,120,180,120,20,100,healthbar_s,fx/effect/teleport,,,,,,,fmod_studio_sounds/characters/dragonling_juggler/enemy_dragonling_juggler_hit_soft,fx/effect/ps_portal_boss_monster_jumping_01,50,,fx/effect/ps_champion_aura_big_01,,BossOpenSmall,,,,,,,,,,,,,,,,45,,,,,,1,,,,1450,,,
CatBossTurret,218,,,,,,,TID_CAT_BOSS_TURRET,,,,,,sc3d/pf_cat_bossturret,,,Boss,100,25500,600,350,300,,700,1900,,,,2300,1100,1100,300,300,Default,CatBossTurretWeapon,CatBossTurretSummon,,,,,,,,,,,,,,,,28,60,150,130,160,120,26,100,healthbar_s,fx/effect/teleport,,,,,,,fmod_studio_sounds/characters/cat_boss_turret/enemy_cat_boss_turret_hit_soft,,50,,fx/effect/ps_champion_aura_big_01,,BossDungeon,,,,,,,,,,,,,,,,30,,,,,,1,,,,1750,,,
CatBossTurretOpen,218,,,,,,,TID_CAT_BOSS_TURRET_OPEN,,,,,,sc3d/pf_cat_bossturret,,,Boss,100,25500,600,350,300,,700,1900,,,,2300,1100,1100,300,300,Default,CatBossTurretWeapon,CatBossTurretSummon,,,,,,,,,,,,,,,,28,60,150,130,160,120,26,100,healthbar_s,fx/effect/teleport,,,,,,,fmod_studio_sounds/characters/cat_boss_turret/enemy_cat_boss_turret_hit_soft,,50,,fx/effect/ps_champion_aura_big_01,,BossOpen,,,,,,,,,,,,,,,,30,,,,,,1,,,,1750,,,
