Name,IconAsset,NPCCountPercent,NPCSpawnFrequencySec,MinimumBlockedSeconds,NPC,Pets,PetCount,Level,SummonLevel,Resource,ChestIndex,PatrolChance,TargetZone,TargetZone2,IsAmbush,AmbushOverride,AmbushDistanceTiles,AmbushDelaySeconds,AmbushHeightOverride,EliteChance,MegaEliteChance,SpawnFrequencyOffsetSeconds,SpawnChancePercent,NPCWeight,IgnoreOtherCharactersOnSpawn,IgnoreLootScreen,AggroRequirement,Tag,ForceSpawnOtherZonesDistance,ForceSpawnEnemiesMinCount,ForceSpawnEnemiesMaxCount,MultipleSpawnsChancePermille,MultipleSpawnsMinCount,MultipleSpawnsMaxCount,PatrolPickupRadius,PatrolPickupMinCount,PatrolPickupMaxCount
Event_Arena_4,sc/editor.sc#zone_21,100,5,,BeetleWeakRanged,,,1,,,,,,,,,999,6,,,,,100,1,,,,,,,,1000,50,50,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleBossEasy,,,5,,,,,,,,,999,6,,,,,,1,,,,,,,,1000,1,1,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleDungeonBoss,,,10,,,,,,,,,999,6,,,,,,1,,,,,,,,,,,,,
,,,60,,BeetleDungeonBoss2,,,20,,,,,,,,,999,6,,,,,,1,,,,,,,,,,,,,
Event_Arena_5,sc/editor.sc#zone_21,100,5,,DragonlingEscort,,,1,,,,,,,,,999,,,,,,100,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,,,,,,,1,,,,,,,,1000,50,50,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakDasher,,,1,,,,,,,,,999,,,,,,,1,,,,,,,,1000,5,5,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,,,,,,,1,,,,,,,,1000,75,75,,,
,,,60,,BeetleWeakDasher,,,1,,,,,,,,,999,,,,,,,1,,,,,,,,1000,5,5,,,
Event_Arena_6,sc/editor.sc#zone_21,100,5,,DragonlingEscort,,,1,,,,,,,,,999,2,,,,,100,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,2,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakRanged,,,1,,,,,,,,,999,2,,,,,,1,,,,,,,,1000,50,50,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,2,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleStrongRanged,,,1,,,,,,,,,999,2,,,,,,1,,,,,,,,1000,15,15,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,2,,,,,,1,,,,,,,,1000,75,75,,,
,,,60,,BeetleStrongRanged,,,1,,,,,,,,,999,2,,,,,,1,,,,,,,,1000,15,15,,,
Event_Arena_7,sc/editor.sc#zone_21,100,5,,DragonlingEscort,,,1,,,,,,,,,999,4,,,,,100,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,4,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakDasher,,,1,,,,,,,,,999,4,,,,,,1,,,,,,,,1000,30,30,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,4,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleStrongBlower,,,1,,,,,,,,,999,4,,,,,,1,,,,,,,,1000,15,15,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,4,,,,,,1,,,,,,,,1000,75,75,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,4,,,,,,0,,,,,,,,,,,,,
Event_Arena_8,sc/editor.sc#zone_21,100,5,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,100,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleBossEasy,,,1,,,,,,,,,999,6,,,,,,1,,,,,,,,1000,1,1,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleBossMedium,,,15,,,,,,,,,999,6,,,,,,1,,,,,,,,,,,,,
,,,60,,BeetleDungeonBoss,,,10,,,,,,,,,999,6,,,,,,1,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,,0,,,,,,,,,,,,,
Event_Arena_9,sc/editor.sc#zone_21,100,5,,DragonlingEscort,,,1,,,,,,,,,999,,,,,,100,0,,,,,,,,,,,,,
,,,60,,BeetleStrongKnight,,,1,,,,,,,,,999,,,,,,,1,,,,,,,,1000,15,15,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,,,,,,,1,,,,,,,,1000,50,50,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,,,,,,,1,,,,,,,,1000,75,75,,,
,,,60,,BeetleWeakDasher,,,1,,,,,,,,,999,,,,,,,1,,,,,,,,1000,5,5,,,
Event_Arena_10,sc/editor.sc#zone_21,100,5,,DragonlingEscort,,,1,,,,,,,,,999,2,,,,,100,0,,,,,,,,,,,,,
,,,60,,BeetleWeakRanged,,,1,,,,,,,,,999,2,,,,,,1,,,,,,,,1000,50,50,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,2,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakRanged,,,1,,,,,,,,,999,2,,,,,,1,,,,,,,,1000,50,50,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,2,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,2,,,,,,1,,,,,,,,1000,75,75,,,
,,,60,,BeetleStrongKnight,,,1,,,,,,,,,999,2,,,,,,1,,,,,,,,1000,15,15,,,
Event_Arena_11,sc/editor.sc#zone_21,100,5,,DragonlingEscort,,,1,,,,,,,,,999,4,,,,,100,0,,,,,,,,,,,,,
,,,60,,BeetleStrongKnight,,,1,,,,,,,,,999,4,,,,,,1,,,,,,,,1000,15,15,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,4,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,4,,,,,,1,,,,,,,,1000,50,50,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,4,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleWeakMelee,,,1,,,,,,,,,999,4,,,,,,1,,,,,,,,1000,75,75,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,4,,,,,,0,,,,,,,,,,,,,
Event_Arena_12,sc/editor.sc#zone_21,100,5,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,100,0,,,,,,,,,,,,,
,,,60,,BeetleStrongRanged,,,1,,,,,,,,,999,6,,,,,,1,,,,,,,,1000,15,15,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleBossEasy,,,5,,,,,,,,,999,6,,,,,,1,,,,,,,,1000,1,1,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,999,6,,,,,,0,,,,,,,,,,,,,
,,,60,,BeetleDungeonBoss,,,10,,,,,,,,,999,6,,,,,,1,,,,,,,,,,,,,
,,,60,,BeetleDungeonBoss2,,,20,,,,,,,,,999,6,,,,,,1,,,,,,,,,,,,,
Event_Arena_Van,sc/editor.sc#zone_21,100,0,,ArenaHouse,,,1,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,60,,DragonlingEscort,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
CH2_MANNY_ESCORT_DUNGEON,sc/editor.sc#zone_21,100,,300,MannyEscortDungeon,,,50,,,,,A,,,,5,,,,,,100,1,,,,,,,,,,,,,
CH2_MANNY_ESCORT_DUNGEON_PortalAmbush,sc/editor.sc#zone_21,50,5,300,BeetleWeakRanged,,,45,,,,,,,TRUE,2,5,,,,,,100,1,TRUE,,,,,,,1000,2,2,4,2,3
CH2_MANNY_ESCORT_DUNGEON_PortalAmbush_Strong,sc/editor.sc#zone_21,100,5,300,BeetleStrongKnight,,,36,,,,,,,TRUE,2,5,5,,,,,100,1,TRUE,,,,,,,,,,4,2,3
CH2_MANNY_ESCORT_DUNGEON_DoorAmbush,sc/editor.sc#zone_21,100,3,300,BeetleStrongMelee,,,36,,,,,G,,TRUE,3,30,,,,,,100,1,TRUE,,CH2_MANNY_ESCORT_DUNGEON,,,,,1000,1,1,4,2,3
CH2_MANNY_ESCORT_DUNGEON_DoorAmbush2,sc/editor.sc#zone_21,100,3,300,BeetleStrongKnight,,,36,,,,,G,,TRUE,3,15,5,,,,,100,1,TRUE,,CH2_MANNY_ESCORT_DUNGEON,,,,,,,,4,2,3
CH2_MANNY_ESCORT_DUNGEON_Strong,sc/editor.sc#zone_21,100,,300,BeetleStrongMelee,,,36,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_MANNY_ESCORT_DUNGEON_Strong2,sc/editor.sc#zone_21,100,,300,BeetleStrongBuffer,,,31,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_MANNY_ESCORT_DUNGEON_Boss,sc/editor.sc#zone_21,100,,300,PortalBossMinionJumper,,,31,,,,,,,TRUE,2,5,5,,,,,100,1,TRUE,,,,,,,,,,4,10,10
CH2_MANNY_ESCORT_DUNGEON_Boss2,sc/editor.sc#zone_21,100,,300,PortalBossMinionCharger,,,31,,,,,,,TRUE,2,5,5,,,,,100,1,TRUE,,,,,,,,,,4,10,10
CH2_MANNY_ESCORT_DUNGEON_End_Portal,sc/editor.sc#zone_21,100,,300,RiftPortal,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_JAX_SOLDIER_DUNGEON,sc/editor.sc#zone_21,100,,300,JaxSoldierDungeon,,,55,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,,,
CH2_JAX_SOLDIER_DUNGEON_PortalAmbush,sc/editor.sc#zone_21,50,5,300,DragonlingWeakMelee,,,50,,,,,,,TRUE,2,10,5,,,,,100,2,TRUE,,,,,,,1000,5,5,4,2,3
,,,,,DragonlingWeakRanged,,,50,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
CH2_JAX_SOLDIER_DUNGEON_Strong,sc/editor.sc#zone_21,100,,300,DragonlingStrongChargerV2,,,39,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_JAX_SOLDIER_DUNGEON_Strong2,sc/editor.sc#zone_21,100,,300,DragonlingStrongSniper,,,39,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_JAX_SOLDIER_DUNGEON_Strong3,sc/editor.sc#zone_21,100,,300,DragonlingStrongHealer,,,39,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_JAX_SOLDIER_DUNGEON_Minion,sc/editor.sc#zone_21,100,,300,PortalBossMinionJumper,,,39,,,,,,,TRUE,2,10,10,,,,,100,1,TRUE,,,,,,,,,,4,10,10
CH2_JAX_SOLDIER_DUNGEON_Minion2,sc/editor.sc#zone_21,100,,300,PortalBossMinionCharger,,,39,,,,,,,TRUE,2,10,10,,,,,100,1,TRUE,,,,,,,,,,4,10,10
CH2_JAX_SOLDIER_DUNGEON_Boss,sc/editor.sc#zone_21,100,,300,DragonlingBossJuggler,,,42,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_LUNA_SOLDIER_DUNGEON_MANNY,sc/editor.sc#zone_21,100,,300,MannySoldierDungeon,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_LUNA_SOLDIER_DUNGEON_JAX,sc/editor.sc#zone_21,100,,300,JaxSoldierDungeon2,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_LUNA_SOLDIER_DUNGEON_LUNA_CAGE,sc/editor.sc#zone_21,100,,300,LunaCageDungeon,,,35,50,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_LUNA_SOLDIER_DUNGEON_Boss,sc/editor.sc#zone_21,100,,300,PortalBoss,,,40,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_LUNA_SOLDIER_DUNGEON_Minion,sc/editor.sc#zone_21,100,,300,PortalBossMinionJumper,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_LUNA_SOLDIER_DUNGEON_Minion2,sc/editor.sc#zone_21,100,,300,PortalBossMinionCharger,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_02_Weak,sc/editor.sc#zone_21,100,,300,BeetleWeakMelee,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_02_Weak2,sc/editor.sc#zone_21,100,,300,BeetleWeakRanged,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_02_Strong,sc/editor.sc#zone_21,100,,300,BeetleStrongStatueEnemy,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_02_Strong2,sc/editor.sc#zone_21,100,,300,BeetleStrongTunneler,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_02_Strong3,sc/editor.sc#zone_21,100,,300,BeetleStrongBuffer,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_02_Boss,sc/editor.sc#zone_21,100,,300,BeetleBossStatue,,,42,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_03_Weak,sc/editor.sc#zone_21,100,,300,CatWeakMinion,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_03_Weak2,sc/editor.sc#zone_21,100,,300,CatWeakMelee,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_03_Weak3,sc/editor.sc#zone_21,100,,300,CatWeakRanged,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_03_Strong,sc/editor.sc#zone_21,100,,300,CatStrongMelee2,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_03_Strong2,sc/editor.sc#zone_21,100,,300,CatStrongSupport,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_03_Ambush,sc/editor.sc#zone_21,100,5,300,CatWeakMelee,,,45,,,,,,,TRUE,,5,,,,,,100,1,TRUE,,,,,,,1000,3,3,4,2,3
CH2_DG_03_Boss,sc/editor.sc#zone_21,100,,300,CatBossFisherman,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_04_Boss,sc/editor.sc#zone_21,100,,300,MegaInvasionPortalBoss,,,50,45,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_06_Weak,sc/editor.sc#zone_21,100,,300,BeetleWeakSlime,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_06_Strong,sc/editor.sc#zone_21,100,,300,BeetleStrongSlime,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_06_Strong2,sc/editor.sc#zone_21,100,,300,BeetleStrongGrub,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_06_Boss,sc/editor.sc#zone_21,100,,300,BeetleBossMegaSpitter,,,40,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_06_BossAmbush,sc/editor.sc#zone_0,100,5,300,BeetleWeakSlime,,,50,,,,,G,,TRUE,3,50,60,,,,,100,1,TRUE,,CH2_DG_06_Boss,,,,,1000,11,11,4,10,10
CH2_DG_06_BossAmbushB,sc/editor.sc#zone_0,100,5,300,BeetleStrongSlime,,,45,,,,,G,,TRUE,3,50,120,,,,,100,1,TRUE,,CH2_DG_06_Boss,,,,,,,,4,10,10
CH2_DG_07_Weak,sc/editor.sc#zone_21,100,,300,CatWeakMinion,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_07_Weak2,sc/editor.sc#zone_21,100,,300,CatWeakMelee,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_07_Weak3,sc/editor.sc#zone_21,100,,300,CatWeakRanged,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_07_Strong,sc/editor.sc#zone_21,100,,300,CatStrongMelee2,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_07_Strong2,sc/editor.sc#zone_21,100,,300,CatStrongSupport,,,45,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_07_Ambush,sc/editor.sc#zone_21,100,5,300,CatWeakMelee,,,45,,,,,,,TRUE,,5,,,,,,100,1,TRUE,,,,,,,1000,1,1,4,2,3
CH2_DG_07_Boss,sc/editor.sc#zone_21,100,,300,CatBossArcher,,,51,,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_07_Boss_Ambush,sc/editor.sc#zone_2,100,5,30,CatWeakRanged,,,45,,,,,,,TRUE,,30,30,,,,,100,1,,,CH2_DG_07_Boss,,,,,,,,4,10,10
CH2_DG_07_Boss_Ambush2,sc/editor.sc#zone_2,100,5,45,CatWeakRanged,,,45,,,,,,,TRUE,,30,60,,,,,100,1,,,CH2_DG_07_Boss,,,,,,,,4,10,10
CH2_DG_12_Weak,sc/editor.sc#zone_21,1000,,300,CatWeakMinion,,,60,,,,,,,,,5,,,,,,100,1,,,,,,,,1000,5,5,4,10,10
CH2_DG_12_Weak2,sc/editor.sc#zone_21,100,,300,CatWeakMelee,,,60,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_12_Weak3,sc/editor.sc#zone_21,100,,300,CatWeakRanged,,,60,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_12_Strong,sc/editor.sc#zone_21,100,,300,CatStrongMelee2,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_12_Strong2,sc/editor.sc#zone_21,100,,300,CatStrongSupport,,,50,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
CH2_DG_12_Ambush,sc/editor.sc#zone_21,100,5,300,CatWeakMelee,,,50,,,,,,,TRUE,,5,,,,,,100,1,TRUE,,,,,,,1000,3,3,4,2,3
CH2_DG_12_Boss,sc/editor.sc#zone_21,100,,300,CatBossFreezer,,,52,45,,,,,D,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_OA1_Weak,sc/editor.sc#zone_8,75,5,30,CatWeakMeleeSmall,,,25,,,,500,,,,,5,,,,,,100,1,,,,,,,,500,2,2,4,10,10
,,,,,CatWeakRangedSmall,,,25,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
,,,,,CatWeakMinion,,,25,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
W00_OA1_Strong,sc/editor.sc#zone_8,25,5,30,CatStrongSupport,,,25,,,,500,,,,,5,,,20,,,100,1,,,,,,,,500,1,2,4,10,10
,,,,,CatWeakMelee,,,25,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,CatWeakRanged,,,25,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W00_OA1_Boss,sc/editor.sc#zone_2,25,30,60,CatBossFishermanOpen,,,25,,,,500,,,,,5,,,50,5,,100,6,,,,,,,,,,,4,10,10
,,,,,CatBossArcherOpen,,,25,,,,,,,,,,,,50,5,,,3,,,,,,,,,,,,,
W00_OA1_Event,sc/editor.sc#zone_5,25,10,90,MobotReboot_W00_OA01,,,25,,,,1000,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_OA1_Event2,sc/editor.sc#zone_5,25,30,90,EscortResearcherEvent_W00_OA01,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
,sc/editor.sc#zone_5,,,,ProtectHarvesterEvent_W00_OA01,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_OA1_Event3,sc/editor.sc#zone_5,25,30,90,InvasionPortalEvent_W00_OA01,,,25,,,,,,,,,5,,,,,,100,1,,,,,,,,,,,4,10,10
W00_OA1_RunningCivilian,sc/editor.sc#zone_21,25,5,5,RunningCivilian_W00_OA01,,,25,,,,,,,,,5,,,,,,100,1,,TRUE,,,1,1,1,,,,,,
,,,,,RunningCivilian_W00_OA01_2,,,25,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,RunningCivilian_W00_OA01_3,,,25,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,RunningCivilian_W00_OA01_4,,,25,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,RunningCivilian_W00_OA01_5,,,25,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
W00_OA1_PortalAmbush,sc/editor.sc#zone_21,1000,5,30,CatWeakMeleeSmall,,,25,,,,,,,TRUE,2,7,,,,,,50,3,TRUE,,,,,,,500,2,2,4,2,3
,,,,,CatWeakRangedSmall,,,25,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,CatWeakMinion,,,25,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,CatWeakMelee,,,25,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,CatWeakRanged,,,25,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
,,,,,CatStrongSupport,,,25,,,,,,,,,,,,20,,,,1,,,,,,,,,,,,,
W00_OA1_PortalAmbushBoss,sc/editor.sc#zone_21,5,5,30,CatBossFishermanOpen,,,25,,,,,,,TRUE,2,7,,,50,5,,10,1,TRUE,,,,,,,,,,4,2,3
,,,,,CatBossArcherOpen,,,25,,,,,,,,,,,,50,5,,,1,,,,,,,,,,,,,
W00_OA1_Scooter,sc/editor.sc#zone_21,100,5,30,Scooter_1,,,25,,,,,,,,,5,,,,,,100,1,,TRUE,,,,,,,,,,,
,,,,,Scooter_2,,,25,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
,,,,,Scooter_3,,,25,,,,,,,,,,,,,,,,1,,TRUE,,,,,,,,,,,
CH2_DG_05_ARENA_1,sc/editor.sc#zone_21,100,8,-1,BeetleWeakMeleeSmall,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,1000,1,1,,,
,,,8,,DragonlingWeakMeleeSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,CatWeakMeleeSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,BeetleWeakRangedSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,DragonlingWeakRangedSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,CatWeakRangedSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,BeetleWeakMelee,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,DragonlingWeakMelee,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,BeetleWeakDasher,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,BeetleWeakRanged,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,DragonlingWeakRanged,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,DragonlingStrongSlammer,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,BeetleStrongKnight,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,CatWeakMelee,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,DragonlingStrongHealer,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,CatWeakRanged,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,BeetleStrongRanged,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,DragonlingStrongCharger,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,CatStrongMelee2,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,DragonlingStrongWhelp,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,BeetleStrongMelee,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,DragonlingStrongMelee,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,CatStrongSupport,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,DragonlingStrongJumper,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,BeetleStrongBuffer,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,DragonlingStrongSniper,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,DragonlingStrongChargerV2,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,BeetleStrongSummoner,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,DragonlingStrongJumperV2,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
,,,8,,BeetleStrongMeleeV2,,,35,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,
CH2_DG_05_ARENA_2,sc/editor.sc#zone_21,100,8,-1,BeetleWeakMeleeSmall,,,40,,,,,,,,,5,,,,,,100,1,,,,,,,,1000,1,1,,,
,,,8,,DragonlingWeakMeleeSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,CatWeakMeleeSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,BeetleWeakRangedSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,DragonlingWeakRangedSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,CatWeakRangedSmall,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,BeetleWeakMelee,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
,,,8,,DragonlingWeakMelee,,,40,,,,,,,,,5,,,,,,,1,,,,,,,,1000,1,1,,,
